prop_cells,n_patches,patch_area_mean,patch_area_sd,mean_nearest_neighbour,patch_cohesion,start_bp,end_bp
0.012642510846434583,242,414.47058823529414,3469.563511753532,5.636696713800313,98.73009131004704,13.1,13.0
0.017095021585212245,306,407.59358288770056,3425.002163967843,4.3798631073776955,98.97333115340876,13.2,13.1
0.014356722995159027,182,753.0705882352942,4752.740574778773,40.97310830162817,99.30944529321515,13.3,13.2
0.011582314480214453,189,532.3814432989691,3803.935466075723,4.512721958813658,99.00179365893042,13.4,13.3
0.012575673842598407,149,768.0821917808219,4630.563868812381,12.595393452378387,99.26909633288255,13.5,13.4
0.012348697171852739,170,671.4390243902438,4376.94187196461,10.2393550711134,99.22570997322761,13.6,13.5
0.010455729680653694,151,582.725,3765.5676626707823,5.745684847397156,99.11182683452353,13.7,13.6
0.009738689743525333,145,571.328947368421,3657.516131249578,10.111716018010053,99.04639779276175,13.8,13.7
0.008282405629739148,96,1086.1176470588234,4501.728272595449,4.498825944418141,98.96426858903334,13.9,13.8
0.005043726651905707,67,1124.4,3829.4145821659563,17.669786290664202,98.9501499806114,14.0,13.9
0.006568642051510247,90,861.3823529411766,3618.5872767806973,9.4513603836269109,98.8300224798187,14.1,14.0
0.009301109225121383,97,1256.6666666666667,5241.300307811666,95.99922022004799,99.1385847936999,14.2,14.1
0.055740939773130986,613,722.4622093023256,6229.249531873493,4.217042465549896,99.39765406983881,14.3,14.2
0.28379103971463737,2378,855.5192697768763,21104.523396348235,3.925076988182944,99.80639153882885,14.4,14.3
0.28925956262582403,2554,882.1443228454173,29651.655721719646,3.857419549867841,99.90430108095227,14.5,14.4
0.12259117643892443,1257,1002.9100917431193,14555.060484609867,4.0010713683180645,99.69920083757411,14.6,14.5
0.023553539580066243,325,586.6815642458101,4809.6778600162115,4.393484080195949,99.34832951960799,14.7,14.6
0.0048434399256449545,72,771.25,2706.2986562215683,3.2834659181656893,98.57483671589226,14.8,14.7
2.036510049773382e-4,38,454,637.8103166302659,3,96.61742017533055,14.9,14.8
3.065979337048693e-4,37,1367,NA,NA,97.34142060794817,15.0,14.9
2.2114525430358534e-4,37,986,NA,NA,96.86122350124293,15.1,15.0
